reclat,reclon,track_fid,track_seg_id,track_seg_point_id,ele,time,course,speed,magvar,geoidheight,name,cmt,desc,src,url,urlname,sym,type,fix,sat,hdop,vdop,pdop,ageofdgpsdata,dgpsid
-78.88139,42.88750,
-78.88140,42.88750,
-78.88140,42.88750,
-78.88140,42.88751,
-78.88140,42.88751,
-78.88140,42.88751,
-78.88141,42.88752,
-78.88142,42.88753,
-78.88142,42.88754,
-78.88142,42.88754,
-78.88143,42.88754,
-78.88143,42.88754,
-78.88143,42.88754,
-78.88143,42.88754,
-78.88142,42.88754,
-78.88142,42.88754,
-78.88142,42.88754,
-78.88143,42.88754,
-78.88143,42.88754,
-78.88143,42.88754,
-78.88143,42.88754,
-78.88143,42.88754,
-78.88143,42.88754,
-78.88143,42.88754,
-78.88142,42.88755,
-78.88141,42.88756,
-78.88140,42.88757,
-78.88139,42.88758,
-78.88139,42.88759,
-78.88138,42.88760,
-78.88138,42.88761,
-78.88138,42.88761,
-78.88137,42.88762,
-78.88137,42.88764,
-78.88136,42.88766,
-78.88136,42.88767,
-78.88135,42.88770,
-78.88135,42.88771,
-78.88135,42.88772,
-78.88134,42.88772,
-78.88133,42.88773,
-78.88132,42.88773,
-78.88131,42.88774,
-78.88129,42.88775,
-78.88128,42.88777,
-78.88127,42.88778,
-78.88125,42.88780,
-78.88124,42.88782,
-78.88123,42.88783,
-78.88123,42.88785,
-78.88122,42.88786,
-78.88121,42.88787,
-78.88121,42.88788,
-78.88121,42.88789,
-78.88120,42.88789,
-78.88120,42.88790,
-78.88120,42.88790,
-78.88120,42.88790,
-78.88120,42.88790,
-78.88120,42.88790,
-78.88121,42.88790,
-78.88121,42.88790,
-78.88122,42.88790,
-78.88122,42.88790,
-78.88122,42.88789,
-78.88122,42.88790,
-78.88121,42.88790,
-78.88121,42.88791,
-78.88121,42.88792,
-78.88121,42.88793,
-78.88121,42.88795,
-78.88121,42.88796,
-78.88121,42.88798,
-78.88121,42.88799,
-78.88120,42.88800,
-78.88120,42.88802,
-78.88120,42.88803,
-78.88119,42.88804,
-78.88117,42.88805,
-78.88115,42.88805,
-78.88114,42.88806,
-78.88113,42.88806,
-78.88112,42.88806,
-78.88110,42.88806,
-78.88108,42.88806,
-78.88107,42.88805,
-78.88105,42.88804,
-78.88103,42.88804,
-78.88102,42.88803,
-78.88100,42.88803,
-78.88098,42.88802,
-78.88096,42.88801,
-78.88094,42.88801,
-78.88093,42.88801,
-78.88091,42.88802,
-78.88089,42.88804,
-78.88087,42.88806,
-78.88085,42.88808,
-78.88084,42.88808,
-78.88082,42.88809,
-78.88080,42.88809,
-78.88079,42.88809,
-78.88077,42.88809,
-78.88076,42.88809,
-78.88074,42.88809,
-78.88072,42.88810,
-78.88070,42.88810,
-78.88068,42.88811,
-78.88066,42.88811,
-78.88065,42.88812,
-78.88063,42.88813,
-78.88061,42.88814,
-78.88060,42.88815,
-78.88058,42.88815,
-78.88056,42.88816,
-78.88055,42.88817,
-78.88053,42.88817,
-78.88051,42.88818,
-78.88050,42.88818,
-78.88048,42.88819,
-78.88043,42.88821,
-78.88041,42.88822,
-78.88039,42.88822,
-78.88038,42.88823,
-78.88036,42.88823,
-78.88034,42.88824,
