reclat,reclon,track_fid,track_seg_id,track_seg_point_id,ele,time,magvar,geoidheight,name,cmt,desc,src,link1_href,link1_text,link1_type,link2_href,link2_text,link2_type,sym,type,fix,sat,hdop,vdop,pdop,ageofdgpsdata,dgpsid
-78.87706143,42.93560502,
-78.87706235,42.93560555,
-78.877063,42.93560596,
-78.87706349,42.93560712,
-78.87706368,42.93560798,
-78.877064,42.93560858,
-78.87706489,42.93560961,
-78.87706576,42.9356106,
-78.8770673,42.9356121,
-78.87706871,42.93561424,
-78.87706972,42.93561605,
-78.87707021,42.93561886,
-78.87707078,42.93562143,
-78.87707173,42.93562194,
-78.87707314,42.93562153,
-78.87707425,42.93562324,
-78.87707383,42.93562421,
-78.87707312,42.93562367,
-78.87707112,42.93562383,
-78.87706972,42.9356254,
-78.87706912,42.93562686,
-78.87706801,42.93562874,
-78.87706723,42.93563054,
-78.87706661,42.93563111,
-78.877067,42.93563127,
-78.8770672,42.93563123,
-78.87706791,42.93563145,
-78.87706872,42.93563275,
-78.87706592,42.93563206,
-78.8770648,42.9356314,
-78.87706232,42.93562916,
-78.87705959,42.93562587,
-78.87705748,42.93562295,
-78.87705545,42.93561956,
-78.87705295,42.93561702,
-78.87705044,42.93561532,
-78.8770476,42.93561396,
-78.8770452,42.93561254,
-78.87704361,42.93561117,
-78.87704274,42.93561042,
-78.8770423,42.93561005,
-78.87704207,42.93560987,
-78.87704195,42.93560978,
-78.87704189,42.93560974,
-78.87704186,42.93560971,
-78.87704184,42.9356097,
-78.87704185,42.9356097,
-78.87704186,42.93560972,
-78.8770419,42.93560975,
-78.87704193,42.93560977,
-78.87704197,42.93560979,
-78.87704419,42.9356101,
-78.87704717,42.93560997,
-78.8770473,42.93560997,
-78.87704609,42.9356096,
-78.87704562,42.9356087,
-78.87704481,42.93560656,
-78.87704319,42.93560552,
-78.8770425,42.93560566,
-78.87704319,42.93560663,
-78.87704399,42.93560808,
-78.87704422,42.93560785,
-78.87704486,42.93560657,
-78.87704469,42.93560531,
-78.87704386,42.93560548,
-78.87704363,42.93560559,
-78.8770434,42.93560564,
-78.87704343,42.93560559,
-78.87704356,42.93560545,
-78.87704363,42.93560534,
-78.87704365,42.9356053,
-78.87704363,42.93560523,
-78.87704363,42.93560519,
-78.87704364,42.93560518,
-78.87704364,42.93560517,
-78.87704362,42.93560514,
-78.87704362,42.93560512,
-78.87704362,42.93560511,
-78.87704363,42.93560511,
-78.87704365,42.9356051,
-78.87704369,42.93560508,
-78.8770437,42.93560506,
-78.87704433,42.93560516,
-78.87704591,42.93560579,
-78.87704645,42.9356049,
-78.8770472,42.93560484,
-78.87705134,42.93560226,
-78.87705545,42.93559876,
-78.87705721,42.93559805,
-78.87705764,42.93559883,
-78.87705885,42.93559833,
-78.87705843,42.93559791,
-78.87705736,42.93559698,
-78.87705596,42.93559673,
-78.87705435,42.93559664,
-78.87705321,42.93559698,
-78.87705145,42.93559685,
-78.87704944,42.93559687,
-78.87704642,42.93559665,
-78.87704124,42.93559685,
-78.87703782,42.93559804,
-78.8770357,42.9355998,
-78.87703447,42.93559929,
-78.87703325,42.93559928,
-78.87703253,42.93560172,
-78.87703233,42.93560205,
-78.87703172,42.93560103,
-78.87702652,42.93559864,
-78.87702687,42.93559934,
-78.87702706,42.9355995,
-78.87702748,42.93559895,
-78.87702682,42.93559812,
-78.87702682,42.9355969,
-78.87702602,42.93559632,
-78.87702458,42.9355952,
-78.8770223,42.93559363,
-78.87702068,42.93559257,
-78.87701972,42.9355919,
-78.87701921,42.93559148,
-78.87701898,42.93559127,
-78.87701889,42.93559116,
-78.87701886,42.9355911,
-78.87701887,42.93559107,
-78.87701889,42.93559105,
-78.87701892,42.93559103,
-78.87701895,42.93559099,
-78.87701899,42.93559097,
-78.87701901,42.93559096,
-78.87701902,42.93559095,
-78.87701904,42.93559095,
-78.8770193,42.93559074,
-78.87701813,42.93558943,
-78.87701759,42.93558955,
-78.87701748,42.93558976,
-78.87702266,42.93559172,
-78.87702888,42.93559525,
-78.87703271,42.93559752,
-78.8770356,42.93559907,
